,trackName,albumName,albumArtistsName,mood,lyrics
Janey!  Get her out of here.  Get out!

But she resists.  She's just spotted WALLY with his ax, poised to
take a swing at a thick black cable on the floor.  The cannon coils
have just gone from yellow to a brilliant, luminous white.

JANEY
What in the name of -- where's Jon?

SCIENTIST III
Janey!  Please!  Go!!

WALLY strikes at the cable.  Nothing.  He takes another whack, and a
sudden jolt of current knocks him off his feet and throws him into a
wall.

Sparks fly, but the process continues.  The room is full of white
light.  JANEY, fighting her way past the SCIENTIST, gets a good look
at the observation panel -- and the blood drains from her face.

JANEY
Jon.

84. INT. TEST CHAMBER - THAT MOMENT
JON backs away from the glass panel, a look of disbelief on his
face.  He blinks; his hands fall limply at his sides; the watch,
which he's been holding all along, falls on the floor and shatters .
. .

. . . and everything in the room goes blue.

85. INT. LAB - THAT MOMENT
The SCIENTISTS slowly cluster around the observation panel, unable to
tear their eyes away.  JANEY, past hope, wanders up unsteadily behind
them.

JANEY
Jon . . .
(shrieking)
JON!!!

86. INT. TEST CHAMBER - THAT MOMENT
JON's back is arched.  His arms go up.  His face is a mask of
unbelievable agony.

A moment later, his skin is gone.  A black skeleton -- like a
photographic negative -- stands in his place.

Then the skeleton BURSTS. . . into its constituent atoms.  The
iridescent blue light has quite literally taken Jon Osterman to
pieces.

And then, the test chamber is empty.  The blue light begins to dim,
and we're looking through the window panel at the stagger faces of
the SCIENTISTS.  One by one, they back away . . . leaving only JANEY,
who gazes into the chamber with a blank, soulless stare.

DISSOLVE TO:

87. INT. RUINED CANTEEN (PRESENT DAY) - NIGHT
The desert rat chitters on the bar.  On the partially collapsed wall
behind it hangs a broken clock, which stopped some twenty years ago
at 11:48 PM.

For a moment DR. MANHATTAN, even more abstracted than usual, watches
the rat.  Then he turns and walks through more drifted sand out the
door of the canteen.

88. EXT. DESERT - NIGHT
DR. MANHATTAN walks aimlessly through the rubble of the compound.

89. INT. MEN'S ROOM (FLASHBACK) - NIGHT
TWO SCIENTISTS washing their hands at the sinks.  They glance up into
the mirror simultaneously, and BLANCH.  Behind them, a hideous
thing is coalescing in midair -- a brain, eyes, a dangling spinal
cord, wriggling neurons -- a gruesome, disembodied central nervous
system.

They pivot, shrieking, just in time to see the creature evaporate in
a haze of shimmering blue light.

90. EXT. DESERT - NIGHT
DR. MANHATTAN keeps on walking.

91. EXT. TEST BASE (FLASHBACK) - NIGHT
HORRIFIED SENTRIES fire their rifles, then turn and run.  A
partially-muscled skeleton stands by the perimeter fence and SCREAMS
for several seconds before vanishing altogether.

92. EXT. DESERT - NIGHT
DR. MANHATTAN keeps on walking.

93. INT. GILA FLATS MESS HALL (FLASHBACK) - NIGHT
Dinnertime.  JANEY and WALLY at a table.

JANEY
I can't help it.  I'm going to quit this place.  It feels . . . it
feels haunted.

WALLY
It'll be all right, Janey.  You need time, that's all.
(tugging at his ear)
Do you hear some kind of -- whistling?

Indeed she does, and within moments it builds to a deafening whine.
Odder yet, WALLY's hair is standing on end -- and so is JANEY's.
Everyone in the mess hall seems to be experiencing the same freakish
phenomenon.

UTENSILS rise from tables and drift magically into the air.  Without
warning, the overhead lights blow out -- and a BRILLIANT BLUE GLOW
suffuses the room.  All eyes turn toward the source of the glow . . .

. . . the fully formed figure of DR. MANHATTAN, floating above them,
nude, hands spread like some majestic blue messiah.  Metal trays and
utensils hover in midair around him, throwing off sparks.

JANEY gapes at his face.  She recognizes it instantly.  Her hands go
to her mouth and she lets out a horrible, endless shriek.

JANEY
JON-N-N-N!!!

DISSOLVE TO:

94. EXT. DESERT - NIGHT
THE SHRIEK DIES as DR. MANHATTAN stares up into space.  He turns,
stares at the ground.  Nothing but sand.  He stoops nonetheless and
begins to dig.

A couple of inches down, he finds what he's looking for: an ancient,
tattered photograph, faded almost beyond recognition.  Young Jon, and
Janey Slater.  She's holding up her hand, showing off her brand-new
engagement ring.

His fist close around the snapshot.  His eyes slowly shut.

95. SERIES OF SHOTS
Quick, almost subliminal visions of the past and future:

-- JON's black skeleton, bursting to atoms in the test chamber;

-- JANEY shrieking in the mess hall, her face bathed in blue
light;

-- LAURIE at a breakfast table, drinking coffee, reading the paper.
There's a sudden flash of light; the windows shatter inward; a
terrible blast of heat chars the skin off her bones . . .

-- A CITY demolished by a nuclear blast, the inevitable mushroom
cloud rising swiftly, blotting out the sky.

96. EXT. DESERT - ON DR. MANHATTAN
Fists still clenched, he stands -- grimacing, distraught, alone in
the ghostly calm of the desert.  He rises into the air, slowly at
first, then faster . . . finally disappearing in a sudden blue
starburst a mile above the ground.

97. EXT. OUTER SPACE
All at once, we're back in the starry void, hurtling away from Earth
at unimagined speeds . . . through empty space, past the moon, on
toward Mars.

The red planet looms larger and larger, finally dominating the frame
as we descend toward the chaotic terrain of the Martian surface.
Individual features of the landscape grow gradually more distinct:
vast canyons, oceans of fog, volcanoes the size of Missouri.
Herschel's famous canali.  And finally, the argyre
planitia, an enormous shallow crater, its rocky rim encircling
two jutting blue mountains and, to the south, a ragged, semicircular
ridge.

Two eyes, a big broad smile.  It looks uncannily like a
happy-face.

Many miles below us, a tiny rupture opens in the Martian
atmosphere.  BLUE LIGHT spills out an instant before we

CUT TO:

98. INSERT - TELEVISION SCREEN
The late news, with highlights of DR. MANHATTAN's press conference.
As the throng of REPORTERS shove microphones at him, we ZOOM IN on
his angered face:

DR. MANHATTAN
I said leave me alone!!

Then there's a sudden CUT.  We see the same REPORTERS, in the same
positions, only DR. MANHATTAN is gone -- and they're all standing on
the White House lawn, in the midst of a torrential downpour.

PULL BACK TO:

99. INT. ROOM - GOVT. SECURITY COMPLEX - NIGHT
A restless LAURIE watching the broadcast from an overstuffed chair.
She's in a big open room with a bed and kitchenette; except for the
big metal door and the bars on the windows, it could pass for a comfy
furnished studio.

TV ANCHORWOMAN (O.S.)
-- in Washington, where an irate Dr. Manhattan teleported
a crew of reporters into the midst of a rainstorm on Pennsylvania
Avenue!

TV ANCHORMAN (O.S.)
Well, Katie, I know some politicians who'd like to learn that trick --

LAURIE turns at the sound of keys in the door.  A moment later,
SCHMIDT enters, followed by a pair of FEDERAL AGENTS.

SCHMIDT
All right, Miss Juspeczyk.  Pack your things.

LAURIE
Am I free to go?

SCHMIDT
You're free to do whatever you goddamn well please.  Let's move
it.

LAURIE
(fed up; exploding)
I don't know why you've been keeping me here, but you're in deep shit
--

SCHMIDT
Oh, I am, honey.  You see, Russian tanks are crossing the Afghan
border this very minute.  And we are all of us, every living
soul, in deep, deep shit -- because our number-one strategic
weapons has finally flipped out.

LAURIE
Jon??  You mean he's --

SCHMIDT
That's right.  Your meal ticket's flown the coop.  That blue bastard
has apparently left the planet.

CUT TO:

100. EXT. NEWSTAND - DAY
The same headlines scream from every edition on the rack:

DR. MANHATTAN LEAVES EARTH
Russian Tanks Advance
President Vows ""Maximum Force""
WHERE IS DR. MANHATTAN?

And on the street, tensions are running high.  The familiar NEWS
VENDOR is engaged in a heated exchange with one of his CUSTOMERS:

NEWS VENDOR
I'll tell you what the problem is.  We shoulda been building tanks,
bombs, ICBM's!  Instead we been relying on that big blue son of a
bitch --

CUSTOMER
Anyone ever tell you you're full of shit?

NEWS VENDOR
Kiss my ass, buddy!  Keep your goddamn quarter!

VOICE
New Frontiersman, please.

The NEWS VENDOR turns suddenly, finds himself confronted by an old
friend: the red-haired STREET CRAZY with the end-of-the-world sign.
He rolls his eyes -- this is all I need -- and reaches under
the counter.

NEWS VENDOR
Here you go, pal.  Two bucks.
(beat)
Well, I see the world ain't ended yet.

The STREET CRAZY eyes the lurid cover of his magazine.  ""EXPOSED: RED
PLOT TO FRAME DR. MANHATTAN!""

STREET CRAZY
. . . How do you know?

CUT TO:

101. EXT. TENEMENT BUILDING - NIGHT
A row of decayed walk-ups in a fringe neighborhood downtown.  A
DRUNKEN COUPLE -- a gaunt, middle-aged MAN and a blowsy, overweight
WOMAN -- totter down the street arm in arm.  NEON SIGNS blink on and
off as they mount the front steps of a seedy building, exchanging
tipsy giggles.

102. INT. TENEMENT APARTMENT - NIGHT
A three-room hellhole, decor by Goodwill.  A door opens, and the MAN
ushers his date inside with exaggerated formality.  Her name is LUCY;
his is Edgar William Jacobi, but -- for reasons soon to be revealed --
we'll call him MOLOCH.

MOLOCH
Now.  What was milady drinking?

LUCY
Gin.  Straight up --
(mock-ladylike)

-- with a little twist of lime.

She laughs convulsively, as if she's just told the world's funniest
joke.  MOLOCH lifts a single finger and starts toward the kitchen:

MOLOCH
I think I can oblige.

103. INT. KITCHEN - A MOMENT LATER - NIGHT
MOLOCH FREEZES in the doorway, his face taut with apprehension.  The
contents of his refrigerator have been strewn all over the kitchen
floor -- overturns milk cartons, broken eggs, the like.  It's a
disaster area.  As he steps inside to investigate, LUCY appears in
the doorway behind him -- and SNORTS.

LUCY
Jeez, honey!  You got some kind of animal in here?

On cue, the refrigerator door KICKS OPEN -- and out pops RORSCHACH.
He grabs MOLOCH by the lapels, pins him back against the kitchen
table.

RORSCHACH
Moloch.  Did you miss me?

LUCY
Willie!  Jesus!  What's going on?

RORSCHACH
(glancing up)
Who's the welfare mother?

MOLOCH
I don't know who you are buddy, but I swear to God, you got the wrong
guy.

RORSCHACH
Edgar William Jacobi, aka William Edgar Bright, a.k.a. Moloch.

MOLOCH
You're making a big --

RORSCHACH lifts MOLOCH up slightly, then slams him down hard against
the table -- repeatedly, to the beat.

RORSCHACH
Terrorist.  Radical agitator.  Stool pigeon.

MOLOCH
ALL RIGHT!  ALL RIGHT!!  -- How'd you find me?

LUCY
Willie, what's he talking about?

RORSCHACH backs off, allowing MOLOCH to slump to the floor.
RORSCHACH kneels beside him.

MOLOCH
Look, I don't know what you want, but I been a private citizen for
ten years.  I --

RORSCHACH cups one gloved hand under MOLOCH's chin and pulls him
close.  Then, for LUCY's benefit, he explains:

RORSCHACH
Turned state's witness in '75.  Earned himself a brand-new face.
(twisting MOLOCH's head to one side, for a better look)
Hnnrh.  Butt-ugly then . . . butt-ugly now.

He shoves MOLOCH back onto the floor, then stands.  There's a sugar
bowl on the table; RORSCHACH spots it and pockets a few cubes as
MOLOCH gets up to dust himself off.

RORSCHACH (cont.)
Comedian dead.  Dr. Manhattan in exile.  Obvious connection.  Who's
behind it?

MOLOCH
Rorschach, you're talkin' heavy duty stuff.  I got nothing to do with
--

RORSCHACH
Worked both sides of the fence.  Ask your old buddies in the CTU.

MOLOCH
CTU?  Jesus.  You don't think --

RORSCHACH
Don't know.  Ask around.  I'll be back.

LUCY, still unsettled, crosses to MOLOCH's side and grips his arm as
RORSCHACH opens a rear window.  He's climbing through the frame when
he stops suddenly and points a finger at the frightened pair:

RORSCHACH (cont.)
Word of advice for the lady . . . stock up on penicillin.

-- and he's out on the fire escape and GONE.  LUCY looks suspiciously
at MOLOCH, who shrugs, embarrassed: I don't know what he's talking
about.

CUT TO:

104. INT. PENTAGON - WAR ROOM - DAY
The familiar set from Dr. Strangelove: top brass seated at a
big round table, with a huge Mercator-projection map of the world
looming in BG.  The Afghan-Pakistani border is highlighted in red; a
MILITARY ANALYST paces in front of the big board with a penlight
POINTER,
highlighting areas of strategic importance.

ANALYST
Our projections show Pakistan falling within the week.  From there
it's sixty percent certain they'll try to take Western Europe.
